path,udp_receiver_mbps,udp_loss_percent,udp_jitter_ms,ping_median_ms,ping_p95_ms,ping_max_ms,ping_loss_percent,pct_rtt_gt_100ms,pct_rtt_gt_500ms,pct_rtt_gt_1000ms,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,ca_bands_seen
lte1,0.997935682171372,0,1.3874896186906986,22.85,76.6,5674.0,21.6327,5.208333333333333,5.208333333333333,5.208333333333333,-88.0,-12.5,10.0,13.0,2.0,
lte2,0.9975098668265864,0,0.12417638772475324,22.6,30.7,766.0,0.0,1.6194331983805668,0.8097165991902834,0.0,-94.0,-12.5,6.0,13.0,1.0,
