path,udp_receiver_mbps,udp_loss_percent,udp_jitter_ms,ping_median_ms,ping_p95_ms,ping_max_ms,ping_loss_percent,pct_rtt_gt_100ms,pct_rtt_gt_500ms,pct_rtt_gt_1000ms,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,ca_bands_seen
lte1,,,,27.7,49.6,223.0,0.0,0.4975124378109453,0.0,0.0,-103.0,-10.0,7.0,11.0,2.0,
lte2,0.997515340375023,0,0.628638133287581,21.5,30.6,46.3,0.0,0.0,0.0,0.0,-93.0,-11.5,7.0,13.0,1.0,
