path,udp_receiver_mbps,udp_loss_percent,udp_jitter_ms,ping_median_ms,ping_p95_ms,ping_max_ms,ping_loss_percent,pct_rtt_gt_100ms,pct_rtt_gt_500ms,pct_rtt_gt_1000ms,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,ca_bands_seen
lte1,0.9975119567198095,0,1.167228414286754,17.8,3862.0,5318.0,33.4821,8.053691275167786,7.382550335570469,7.382550335570469,-90.0,-13.0,4.0,12.0,1.0,
lte2,0.9977916458589757,0,0.19978307015436675,21.5,31.7,110.0,0.440529,0.4424778761061947,0.0,0.0,-93.0,-10.5,6.0,13.0,1.0,
